Group_ID,Domain,Technique_ID,Technique_Name,Sub_Technique_ID,Sub_Technique_Name,Full_Technique_ID,Full_Technique_Name,Use
G0121,Enterprise,T1057,Process Discovery,,,T1057,Process Discovery,Sidewinder has used tools to identify running processes on the victim's machine.[1]
G0121,Enterprise,T1518,Software Discovery,,,T1518,Software Discovery,Sidewinder has used tools to enumerate software installed on an infected host.[1][4]
G0121,Enterprise,T1518,Security Software Discovery,.001,,T1518.001,Security Software Discovery,Sidewinder has used the Windows service winmgmts:\.\root\SecurityCenter2 to check installed antivirus products.[4]
G0121,Enterprise,T1218,System Binary Proxy Execution,.005,Mshta,T1218.005,System Binary Proxy Execution: Mshta,Sidewinder has used mshta.exe to execute malicious payloads.[4][5]
G0121,Enterprise,T1082,System Information Discovery,,,T1082,System Information Discovery,"Sidewinder has used tools to collect the computer name, OS version, installed hotfixes, as well as information regarding the memory and processor on a compromised host.[1][5]"
G0121,Enterprise,T1016,System Network Configuration Discovery,,,T1016,System Network Configuration Discovery,"Sidewinder has used malware to collect information on network interfaces, including the MAC address.[1]"
G0121,Enterprise,T1033,System Owner/User Discovery,,,T1033,System Owner/User Discovery,Sidewinder has used tools to identify the user of a compromised host.[1]
G0121,Enterprise,T1124,System Time Discovery,,,T1124,System Time Discovery,Sidewinder has used tools to obtain the current system time.[1]
G0121,Enterprise,T1204,User Execution,.001,Malicious Link,T1204.001,User Execution: Malicious Link,Sidewinder has lured targets to click on malicious links to gain execution in the target environment.[1][4][5][3]
G0121,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Sidewinder has lured targets to click on malicious files to gain execution in the target environment.[1][4][5][3]
G0091,Enterprise,T1547,Boot or Logon Autostart Execution,.001,Registry Run Keys / Startup Folder,T1547.001,Boot or Logon Autostart Execution: Registry Run Keys / Startup Folder,"Silence has used HKCU\Software\Microsoft\Windows\CurrentVersion\Run, HKLM\Software\Microsoft\Windows\CurrentVersion\Run, and the Startup folder to establish persistence.[4]"
G0091,Enterprise,T1059,Command and Scripting Interpreter,.001,PowerShell,T1059.001,Command and Scripting Interpreter: PowerShell,Silence has used PowerShell to download and execute payloads.[1][4]
G0091,Enterprise,T1059,Command and Scripting Interpreter,.003,Windows Command Shell,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Silence has used Windows command-line to run commands.[1][2][4]
G0091,Enterprise,T1059,Command and Scripting Interpreter,.005,Visual Basic,T1059.005,Command and Scripting Interpreter: Visual Basic,Silence has used VBS scripts.[1]
G0091,Enterprise,T1059,Command and Scripting Interpreter,.007,JavaScript,T1059.007,Command and Scripting Interpreter: JavaScript,Silence has used JS scripts.[1]
G0091,Enterprise,T1070,Indicator Removal,.004,File Deletion,T1070.004,Indicator Removal: File Deletion,"Silence has deleted artifacts, including scheduled tasks, communicates files from the C2 and other logs.[1][4]"
G0091,Enterprise,T1105,Ingress Tool Transfer,,,T1105,Ingress Tool Transfer,Silence has downloaded additional modules and malware to victim’s machines.[4]
G0091,Enterprise,T1036,Masquerading,.005,Match Legitimate Name or Location,T1036.005,Masquerading: Match Legitimate Name or Location,"Silence has named its backdoor ""WINWORD.exe"".[4]"
G0091,Enterprise,T1112,Modify Registry,,,T1112,Modify Registry,"Silence can create, delete, or modify a specified Registry key or value.[4]"
G0091,Enterprise,T1106,Native API,,,T1106,Native API,"Silence has leveraged the Windows API, including using CreateProcess() or ShellExecute(), to perform a variety of tasks.[2][4]"
G0091,Enterprise,T1571,Non-Standard Port,,,T1571,Non-Standard Port,Silence has used port 444 when sending data about the system from the client to the server.[4]
G0091,Enterprise,T1027,Obfuscated Files or Information,.010,Command Obfuscation,T1027.010,Obfuscated Files or Information: Command Obfuscation,Silence has used environment variable string substitution for obfuscation.[1]
G0091,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,Silence has obtained and modified versions of publicly-available tools like Empire and PsExec.[5] [2]
G0091,Enterprise,T1003,OS Credential Dumping,.001,LSASS Memory,T1003.001,OS Credential Dumping: LSASS Memory,Silence has used the Farse6.1 utility (based on Mimikatz) to extract credentials from lsass.exe.[4]
G0091,Enterprise,T1566,Phishing,.001,Spearphishing Attachment,T1566.001,Phishing: Spearphishing Attachment,"Silence has sent emails with malicious DOCX, CHM, LNK and ZIP attachments. [1][2][4]"
G0091,Enterprise,T1055,Process Injection,,,T1055,Process Injection,Silence has injected a DLL library containing a Trojan into the fwmain32.exe process.[4]
G0091,Enterprise,T1090,Proxy,.002,External Proxy,T1090.002,Proxy: External Proxy,"Silence has used ProxyBot, which allows the attacker to redirect traffic from the current node to the backconnect server via Sock4\Socks5.[4]"
G0091,Enterprise,T1021,Remote Services,.001,Remote Desktop Protocol,T1021.001,Remote Services: Remote Desktop Protocol,Silence has used RDP for lateral movement.[4]
G0091,Enterprise,T1018,Remote System Discovery,,,T1018,Remote System Discovery,"Silence has used Nmap to scan the corporate network, build a network topology, and identify vulnerable hosts.[4]"
G0091,Enterprise,T1053,Scheduled Task/Job,.005,Scheduled Task,T1053.005,Scheduled Task/Job: Scheduled Task,Silence has used scheduled tasks to stage its operation.[1]
G0091,Enterprise,T1113,Screen Capture,,,T1113,Screen Capture,Silence can capture victim screen activity.[2][4]
G0091,Enterprise,T1072,Software Deployment Tools,,,T1072,Software Deployment Tools,"Silence has used RAdmin, a remote software tool used to remotely control workstations and ATMs.[4]"
G0091,Enterprise,T1553,Subvert Trust Controls,.002,Code Signing,T1553.002,Subvert Trust Controls: Code Signing,Silence has used a valid certificate to sign their primary loader Silence.Downloader (aka TrueBot).[5]
G0091,Enterprise,T1218,System Binary Proxy Execution,.001,Compiled HTML File,T1218.001,System Binary Proxy Execution: Compiled HTML File,Silence has weaponized CHM files in their phishing campaigns.[1][2][5][4]
G0091,Enterprise,T1569,System Services,.002,Service Execution,T1569.002,System Services: Service Execution,Silence has used Winexe to install a service on the remote system.[2][4]
G0091,Enterprise,T1204,User Execution,.002,Malicious File,T1204.002,User Execution: Malicious File,Silence attempts to get users to launch malicious attachments delivered via spearphishing emails.[1][2][4]
G0091,Enterprise,T1078,Valid Accounts,,,T1078,Valid Accounts,Silence has used compromised credentials to log on to other systems and escalate privileges.[4]
G0091,Enterprise,T1125,Video Capture,,,T1125,Video Capture,Silence has been observed making videos of victims to observe bank employees day to day activities.[2][4]
G0122,Enterprise,T1583,Acquire Infrastructure,.001,Domains,T1583.001,Acquire Infrastructure: Domains,"Silent Librarian has acquired domains to establish credential harvesting pages, often spoofing the target organization and using free top level domains .TK, .ML, .GA, .CF, and .GQ.[1][2][5][4][6][3]"
G0122,Enterprise,T1110,Brute Force,.003,Password Spraying,T1110.003,Brute Force: Password Spraying,Silent Librarian has used collected lists of names and e-mail accounts to use in password spraying attacks against private sector targets.[1]
G0122,Enterprise,T1114,Email Collection,,,T1114,Email Collection,Silent Librarian has exfiltrated entire mailboxes from compromised accounts.[1]
G0122,Enterprise,T1114,Email Forwarding Rule,.003,,T1114.003,Email Forwarding Rule,Silent Librarian has set up auto forwarding rules on compromised e-mail accounts.[1]
G0122,Enterprise,T1585,Establish Accounts,.002,Email Accounts,T1585.002,Establish Accounts: Email Accounts,Silent Librarian has established e-mail accounts to receive e-mails forwarded from compromised accounts.[1]
G0122,Enterprise,T1589,Gather Victim Identity Information,.002,Email Addresses,T1589.002,Gather Victim Identity Information: Email Addresses,Silent Librarian has collected e-mail addresses from targeted organizations from open Internet searches.[1]
G0122,Enterprise,T1589,Gather Victim Identity Information,.003,Employee Names,T1589.003,Gather Victim Identity Information: Employee Names,Silent Librarian has collected lists of names for individuals from targeted organizations.[1]
G0122,Enterprise,T1588,Obtain Capabilities,.002,Tool,T1588.002,Obtain Capabilities: Tool,Silent Librarian has obtained free and publicly available tools including SingleFile and HTTrack to copy login pages of targeted organizations.[4][6]
G0122,Enterprise,T1588,Obtain Capabilities,.004,Digital Certificates,T1588.004,Obtain Capabilities: Digital Certificates,Silent Librarian has obtained free Let's Encrypt SSL certificates for use on their phishing pages.[2][6]
G0122,Enterprise,T1598,Phishing for Information,.003,Spearphishing Link,T1598.003,Phishing for Information: Spearphishing Link,Silent Librarian has used links in e-mails to direct victims to credential harvesting websites designed to appear like the targeted organization's login page.[1][2][5][4][6][3]
G0122,Enterprise,T1594,Search Victim-Owned Websites,,,T1594,Search Victim-Owned Websites,"Silent Librarian has searched victim's websites to identify the interests and academic areas of targeted individuals and to scrape source code, branding, and organizational contact information for phishing pages.[1][2][4]"
G0122,Enterprise,T1608,Stage Capabilities,.005,Link Target,T1608.005,Stage Capabilities: Link Target,Silent Librarian has cloned victim organization login pages and staged them for later use in credential harvesting campaigns. Silent Librarian has also made use of a variety of URL shorteners for these staged websites.[6][3][4]
G0122,Enterprise,T1078,Valid Accounts,,,T1078,Valid Accounts,Silent Librarian has used compromised credentials to obtain unauthorized access to online accounts.[1]
G0083,Enterprise,T1071,Application Layer Protocol,.001,Web Protocols,T1071.001,Application Layer Protocol: Web Protocols,SilverTerrier uses HTTP for C2 communications.[1]
G0083,Enterprise,T1071,Application Layer Protocol,.002,File Transfer Protocols,T1071.002,Application Layer Protocol: File Transfer Protocols,SilverTerrier uses FTP for C2 communications.[1]
G0083,Enterprise,T1071,Application Layer Protocol,.003,Mail Protocols,T1071.003,Application Layer Protocol: Mail Protocols,SilverTerrier uses SMTP for C2 communications.[1]
G0083,Enterprise,T1657,Financial Theft,,,T1657,Financial Theft,"SilverTerrier targets organizations in high technology, higher education, and manufacturing for business email compromise (BEC) campaigns with the goal of financial theft.[1][2]"
G0054,Enterprise,T1560,Archive Collected Data,.001,Archive via Utility,T1560.001,Archive Collected Data: Archive via Utility,Sowbug extracted documents and bundled them into a RAR archive.[1]
